SUIT_1,RANK_1,SUIT_2,RANK_2,SUIT_3,RANK_3,SUIT_4,RANK_4,SUIT_5,RANK_5,Figura
diamantes,10,picas,9,treboles,J,diamantes,4,corazones,5,no_hay_figura
corazones,1,diamantes,7,treboles,10,diamantes,2,picas,7,pareja
diamantes,5,picas,9,diamantes,1,corazones,10,diamantes,4,no_hay_figura
picas,1,corazones,Q,picas,K,diamantes,J,diamantes,10,escalera
picas,8,corazones,1,diamantes,1,picas,9,diamantes,Q,pareja
diamantes,J,corazones,6,treboles,7,diamantes,8,corazones,K,no_hay_figura
corazones,4,corazones,3,treboles,10,picas,1,diamantes,10,pareja
diamantes,10,picas,3,picas,Q,picas,4,corazones,7,no_hay_figura
picas,9,treboles,10,picas,3,diamantes,J,corazones,1,no_hay_figura
corazones,2,diamantes,Q,diamantes,6,picas,10,picas,3,no_hay_figura
treboles,6,diamantes,10,diamantes,K,diamantes,6,treboles,4,pareja
picas,J,diamantes,K,corazones,5,picas,4,diamantes,8,no_hay_figura
picas,8,picas,1,corazones,8,diamantes,5,diamantes,9,pareja
treboles,Q,diamantes,7,treboles,10,corazones,7,picas,K,pareja
diamantes,2,corazones,K,corazones,4,treboles,2,picas,1,pareja
picas,Q,corazones,K,diamantes,4,picas,7,corazones,Q,pareja
corazones,6,corazones,2,diamantes,1,picas,2,corazones,4,pareja
picas,2,corazones,Q,treboles,2,treboles,Q,corazones,10,doble_pareja
diamantes,J,diamantes,1,diamantes,6,diamantes,9,diamantes,8,color
corazones,K,treboles,1,picas,7,diamantes,10,corazones,Q,no_hay_figura
treboles,K,corazones,4,treboles,J,corazones,6,diamantes,9,no_hay_figura
picas,J,diamantes,Q,diamantes,6,corazones,8,picas,10,no_hay_figura
corazones,8,corazones,J,picas,8,corazones,6,corazones,1,pareja
picas,4,treboles,9,corazones,1,corazones,3,diamantes,9,pareja
diamantes,10,diamantes,1,picas,2,diamantes,9,picas,J,no_hay_figura
picas,8,treboles,2,corazones,5,diamantes,3,treboles,3,pareja
treboles,8,picas,K,corazones,8,treboles,6,diamantes,2,pareja
treboles,J,treboles,10,corazones,8,picas,6,diamantes,Q,no_hay_figura
treboles,7,corazones,1,picas,5,treboles,4,treboles,1,pareja
picas,2,diamantes,3,picas,4,picas,1,picas,J,no_hay_figura
treboles,Q,picas,8,treboles,7,picas,3,corazones,6,no_hay_figura
treboles,J,picas,J,diamantes,2,diamantes,9,picas,Q,pareja
picas,Q,picas,1,picas,10,treboles,8,diamantes,Q,pareja
picas,6,corazones,1,picas,Q,diamantes,6,diamantes,3,pareja
picas,8,corazones,8,diamantes,9,diamantes,K,picas,Q,pareja
corazones,Q,diamantes,Q,treboles,2,treboles,9,diamantes,9,doble_pareja
diamantes,2,picas,8,treboles,9,corazones,10,picas,K,no_hay_figura
corazones,Q,diamantes,6,treboles,J,diamantes,J,picas,9,pareja
picas,7,diamantes,K,corazones,9,treboles,2,diamantes,7,pareja
corazones,9,treboles,8,corazones,4,corazones,7,picas,K,no_hay_figura
treboles,2,corazones,4,treboles,J,diamantes,J,picas,J,trio
picas,4,diamantes,3,corazones,3,treboles,K,corazones,7,pareja
corazones,J,corazones,8,diamantes,J,diamantes,4,treboles,9,pareja
corazones,7,treboles,2,corazones,1,treboles,8,picas,3,no_hay_figura
picas,Q,diamantes,5,treboles,6,diamantes,4,corazones,8,no_hay_figura
corazones,9,diamantes,1,corazones,3,corazones,4,diamantes,6,no_hay_figura
picas,J,treboles,J,picas,8,corazones,Q,picas,1,pareja
picas,3,picas,7,corazones,1,diamantes,Q,diamantes,J,no_hay_figura
corazones,6,picas,6,diamantes,3,treboles,3,corazones,10,doble_pareja
diamantes,6,corazones,6,corazones,10,corazones,Q,picas,8,pareja
corazones,7,treboles,7,diamantes,7,corazones,K,picas,10,trio
picas,10,picas,7,corazones,8,corazones,10,corazones,6,pareja
picas,7,picas,6,corazones,3,treboles,3,treboles,Q,pareja
diamantes,3,corazones,6,picas,7,treboles,6,treboles,4,pareja
diamantes,6,corazones,9,treboles,Q,corazones,5,treboles,7,no_hay_figura
diamantes,5,picas,8,treboles,2,treboles,8,diamantes,K,pareja
picas,7,diamantes,8,corazones,4,corazones,8,corazones,3,pareja
diamantes,K,treboles,7,picas,1,treboles,10,treboles,Q,no_hay_figura
picas,K,treboles,8,corazones,8,picas,7,picas,3,pareja
corazones,K,treboles,K,picas,4,corazones,2,treboles,4,doble_pareja
corazones,4,diamantes,5,diamantes,3,diamantes,J,corazones,5,pareja
corazones,J,diamantes,9,treboles,10,treboles,2,treboles,3,no_hay_figura
treboles,1,treboles,8,corazones,5,picas,4,diamantes,8,pareja
picas,3,diamantes,7,picas,4,diamantes,5,diamantes,2,no_hay_figura
treboles,2,picas,7,corazones,8,treboles,K,corazones,4,no_hay_figura
diamantes,1,treboles,7,treboles,3,diamantes,10,corazones,5,no_hay_figura
diamantes,3,diamantes,10,treboles,5,corazones,4,treboles,2,no_hay_figura
treboles,J,diamantes,8,diamantes,3,treboles,6,picas,8,pareja
picas,3,treboles,K,diamantes,5,picas,6,corazones,1,no_hay_figura
corazones,8,diamantes,Q,diamantes,5,treboles,7,corazones,9,no_hay_figura
corazones,Q,corazones,6,diamantes,7,treboles,J,diamantes,3,no_hay_figura
corazones,4,treboles,3,picas,7,picas,9,picas,2,no_hay_figura
diamantes,Q,treboles,3,picas,4,picas,9,picas,5,no_hay_figura
treboles,Q,diamantes,Q,corazones,5,diamantes,3,picas,8,pareja
treboles,K,picas,8,picas,J,corazones,6,diamantes,Q,no_hay_figura
diamantes,10,corazones,Q,treboles,4,corazones,K,treboles,3,no_hay_figura
treboles,10,diamantes,3,picas,8,diamantes,Q,corazones,J,no_hay_figura
diamantes,J,picas,9,treboles,1,picas,2,corazones,J,pareja
treboles,5,corazones,1,picas,6,diamantes,1,corazones,10,pareja
treboles,6,picas,Q,corazones,7,corazones,J,picas,8,no_hay_figura
picas,2,corazones,6,corazones,7,corazones,9,corazones,1,no_hay_figura
diamantes,2,corazones,8,picas,K,treboles,Q,corazones,6,no_hay_figura
diamantes,7,corazones,K,treboles,8,diamantes,2,corazones,4,no_hay_figura
picas,1,diamantes,3,picas,3,diamantes,J,treboles,1,doble_pareja
diamantes,K,treboles,1,diamantes,10,diamantes,3,treboles,3,pareja
treboles,10,corazones,5,diamantes,5,picas,1,corazones,1,doble_pareja
treboles,7,corazones,1,diamantes,2,picas,1,diamantes,1,trio
diamantes,2,corazones,4,treboles,7,diamantes,Q,diamantes,7,pareja
treboles,6,diamantes,8,corazones,8,corazones,1,treboles,Q,pareja
picas,9,treboles,K,treboles,4,corazones,1,diamantes,3,no_hay_figura
picas,4,treboles,2,picas,J,corazones,K,picas,Q,no_hay_figura
corazones,5,diamantes,7,corazones,3,treboles,J,diamantes,10,no_hay_figura
corazones,6,diamantes,4,picas,10,corazones,2,corazones,7,no_hay_figura
diamantes,5,corazones,6,diamantes,4,diamantes,J,picas,5,pareja
picas,J,treboles,1,treboles,K,picas,K,picas,2,pareja
diamantes,Q,diamantes,2,diamantes,3,corazones,7,picas,7,pareja
corazones,7,picas,J,diamantes,10,picas,6,corazones,Q,no_hay_figura
corazones,1,treboles,K,diamantes,Q,corazones,6,picas,4,no_hay_figura
corazones,1,picas,2,picas,7,treboles,K,treboles,4,no_hay_figura
corazones,9,treboles,Q,treboles,8,treboles,J,picas,2,no_hay_figura
diamantes,K,corazones,Q,diamantes,4,treboles,3,treboles,4,pareja
corazones,3,corazones,Q,corazones,1,treboles,9,diamantes,6,no_hay_figura
diamantes,6,picas,2,treboles,3,diamantes,9,corazones,Q,no_hay_figura
treboles,K,treboles,7,picas,5,picas,K,corazones,10,pareja
corazones,7,corazones,K,diamantes,2,corazones,4,corazones,1,no_hay_figura
diamantes,7,treboles,2,diamantes,4,diamantes,1,diamantes,3,no_hay_figura
treboles,6,diamantes,1,picas,7,corazones,7,treboles,8,pareja
treboles,J,corazones,8,treboles,10,diamantes,7,corazones,5,no_hay_figura
treboles,2,corazones,7,picas,7,treboles,3,picas,6,pareja
treboles,9,treboles,1,treboles,2,diamantes,K,treboles,8,no_hay_figura
treboles,1,diamantes,K,corazones,2,picas,8,corazones,K,pareja
diamantes,K,corazones,Q,treboles,K,corazones,6,corazones,4,pareja
treboles,5,diamantes,9,diamantes,6,treboles,2,corazones,6,pareja
treboles,2,corazones,10,corazones,K,diamantes,4,treboles,8,no_hay_figura
treboles,Q,corazones,10,picas,J,diamantes,10,corazones,8,pareja
corazones,8,picas,8,diamantes,Q,picas,2,treboles,5,pareja
treboles,4,corazones,2,treboles,1,corazones,6,treboles,3,no_hay_figura
corazones,6,diamantes,2,diamantes,4,corazones,2,picas,J,pareja
picas,6,diamantes,5,treboles,5,treboles,8,treboles,3,pareja
diamantes,K,corazones,4,treboles,10,corazones,7,corazones,10,pareja
treboles,J,corazones,5,picas,4,picas,K,diamantes,K,pareja
corazones,Q,diamantes,2,treboles,9,corazones,J,corazones,7,no_hay_figura
picas,6,treboles,K,diamantes,6,diamantes,9,treboles,3,pareja
diamantes,3,treboles,3,picas,Q,corazones,J,treboles,Q,doble_pareja
corazones,9,picas,3,corazones,6,treboles,1,treboles,7,no_hay_figura
corazones,7,corazones,10,treboles,2,picas,4,picas,9,no_hay_figura
picas,Q,treboles,3,corazones,8,picas,3,diamantes,10,pareja
diamantes,6,treboles,4,picas,J,diamantes,8,treboles,8,pareja
corazones,8,picas,Q,treboles,4,corazones,10,picas,J,no_hay_figura
picas,K,treboles,K,treboles,10,treboles,1,diamantes,8,pareja
picas,10,corazones,4,corazones,K,corazones,1,picas,K,pareja
diamantes,4,treboles,J,diamantes,7,corazones,1,corazones,4,pareja
picas,3,diamantes,3,corazones,Q,picas,K,diamantes,10,pareja
corazones,5,diamantes,K,picas,3,corazones,J,picas,1,no_hay_figura
corazones,Q,diamantes,9,picas,J,treboles,5,picas,2,no_hay_figura
diamantes,6,diamantes,2,corazones,2,picas,9,diamantes,8,pareja
treboles,K,treboles,5,treboles,4,corazones,8,picas,J,no_hay_figura
picas,Q,picas,7,picas,10,diamantes,Q,picas,5,pareja
picas,6,treboles,3,treboles,J,diamantes,J,corazones,3,doble_pareja
corazones,3,picas,9,corazones,Q,diamantes,1,treboles,8,no_hay_figura
corazones,8,diamantes,6,picas,2,diamantes,7,diamantes,J,no_hay_figura
treboles,5,treboles,10,diamantes,J,diamantes,7,picas,2,no_hay_figura
corazones,10,diamantes,J,corazones,1,picas,1,picas,10,doble_pareja
treboles,6,corazones,8,picas,9,corazones,K,treboles,K,pareja
diamantes,7,picas,8,treboles,8,diamantes,K,diamantes,Q,pareja
corazones,6,picas,J,diamantes,10,corazones,9,diamantes,5,no_hay_figura
treboles,8,corazones,2,corazones,3,diamantes,8,corazones,K,pareja
corazones,7,diamantes,9,treboles,J,picas,10,picas,3,no_hay_figura
diamantes,1,treboles,2,diamantes,2,picas,7,treboles,5,pareja
picas,2,picas,6,treboles,4,treboles,1,corazones,4,pareja
corazones,1,treboles,9,picas,K,treboles,K,diamantes,9,doble_pareja
picas,9,treboles,9,diamantes,5,treboles,5,corazones,3,doble_pareja
picas,5,picas,1,diamantes,5,picas,9,corazones,8,pareja
treboles,Q,diamantes,10,picas,9,corazones,2,corazones,5,no_hay_figura
corazones,K,picas,8,corazones,3,picas,5,picas,9,no_hay_figura
treboles,3,treboles,7,corazones,2,treboles,6,picas,8,no_hay_figura
treboles,7,diamantes,J,picas,10,picas,7,diamantes,2,pareja
corazones,2,diamantes,Q,treboles,6,treboles,1,picas,J,no_hay_figura
diamantes,6,picas,7,corazones,6,picas,K,corazones,5,pareja
diamantes,7,picas,J,treboles,3,diamantes,J,diamantes,Q,pareja
corazones,J,treboles,J,picas,9,treboles,1,treboles,3,pareja
corazones,6,corazones,K,picas,2,treboles,10,treboles,2,pareja
diamantes,5,corazones,8,picas,5,picas,9,corazones,5,trio
treboles,10,corazones,4,treboles,4,treboles,6,picas,6,doble_pareja
picas,5,treboles,9,corazones,J,diamantes,7,corazones,Q,no_hay_figura
picas,6,diamantes,5,treboles,J,treboles,1,treboles,3,no_hay_figura
picas,9,diamantes,K,corazones,6,corazones,7,picas,8,no_hay_figura
corazones,4,diamantes,Q,picas,J,corazones,7,picas,K,no_hay_figura
diamantes,1,diamantes,8,picas,2,treboles,Q,treboles,10,no_hay_figura
picas,Q,corazones,10,corazones,2,diamantes,K,diamantes,6,no_hay_figura
corazones,J,picas,9,treboles,1,corazones,1,picas,6,pareja
corazones,6,treboles,7,picas,9,treboles,9,corazones,8,pareja
diamantes,7,corazones,J,picas,9,diamantes,4,diamantes,J,pareja
treboles,4,picas,4,picas,8,treboles,8,corazones,2,doble_pareja
picas,1,treboles,Q,diamantes,Q,corazones,8,picas,3,pareja
treboles,8,treboles,J,corazones,2,corazones,10,picas,K,no_hay_figura
diamantes,9,corazones,Q,picas,10,picas,2,picas,5,no_hay_figura
diamantes,2,treboles,5,corazones,6,diamantes,7,corazones,9,no_hay_figura
diamantes,2,picas,J,diamantes,10,picas,2,corazones,7,pareja
treboles,Q,corazones,Q,corazones,9,diamantes,Q,picas,10,trio
treboles,7,corazones,5,treboles,5,diamantes,6,picas,6,doble_pareja
diamantes,2,corazones,Q,picas,Q,diamantes,Q,corazones,J,trio
diamantes,4,diamantes,10,corazones,7,treboles,J,corazones,6,no_hay_figura
treboles,J,diamantes,3,diamantes,6,diamantes,7,corazones,Q,no_hay_figura
diamantes,10,corazones,4,picas,7,diamantes,J,treboles,2,no_hay_figura
picas,2,treboles,K,corazones,3,treboles,10,corazones,1,no_hay_figura
corazones,2,diamantes,7,corazones,4,corazones,6,picas,10,no_hay_figura
diamantes,K,corazones,7,picas,9,corazones,4,diamantes,3,no_hay_figura
corazones,K,diamantes,1,corazones,5,treboles,8,diamantes,4,no_hay_figura
picas,K,corazones,3,picas,7,corazones,2,corazones,5,no_hay_figura
treboles,4,treboles,5,corazones,K,diamantes,2,picas,10,no_hay_figura
corazones,Q,corazones,6,diamantes,4,diamantes,5,picas,Q,pareja
diamantes,K,treboles,Q,picas,5,treboles,8,corazones,2,no_hay_figura
picas,1,picas,9,diamantes,J,treboles,5,corazones,1,pareja
corazones,J,diamantes,10,treboles,Q,diamantes,3,corazones,7,no_hay_figura
picas,3,treboles,J,picas,9,picas,8,diamantes,2,no_hay_figura
treboles,4,picas,5,treboles,K,treboles,2,diamantes,5,pareja
diamantes,5,corazones,1,treboles,8,corazones,4,corazones,J,no_hay_figura
corazones,J,picas,4,corazones,6,diamantes,K,corazones,8,no_hay_figura
picas,4,diamantes,2,corazones,10,picas,J,treboles,Q,no_hay_figura
corazones,1,treboles,4,diamantes,9,corazones,3,diamantes,1,pareja
treboles,6,corazones,J,diamantes,6,picas,7,diamantes,K,pareja
treboles,1,picas,J,picas,3,diamantes,6,treboles,5,no_hay_figura
picas,5,picas,Q,picas,8,picas,7,diamantes,5,pareja
corazones,J,treboles,4,corazones,5,treboles,5,diamantes,K,pareja
picas,K,diamantes,5,picas,8,corazones,10,corazones,J,no_hay_figura
treboles,2,corazones,J,diamantes,4,diamantes,6,corazones,6,pareja
corazones,3,picas,3,picas,K,corazones,K,picas,Q,doble_pareja
corazones,9,treboles,6,treboles,5,picas,10,corazones,8,no_hay_figura
corazones,7,diamantes,9,corazones,8,picas,J,diamantes,6,no_hay_figura
diamantes,8,picas,5,treboles,J,corazones,6,diamantes,Q,no_hay_figura
corazones,Q,picas,Q,picas,J,picas,1,diamantes,10,pareja
corazones,5,treboles,7,corazones,7,treboles,8,treboles,2,pareja
picas,8,diamantes,10,diamantes,7,corazones,K,treboles,10,pareja
diamantes,4,picas,8,treboles,9,corazones,4,corazones,3,pareja
corazones,6,diamantes,5,treboles,6,treboles,K,treboles,10,pareja
corazones,1,diamantes,9,picas,J,diamantes,K,picas,9,pareja
diamantes,1,corazones,1,treboles,K,diamantes,5,corazones,9,pareja
picas,7,diamantes,4,corazones,7,treboles,8,treboles,K,pareja
diamantes,3,treboles,Q,picas,4,corazones,7,corazones,3,pareja
picas,Q,treboles,5,picas,9,picas,6,diamantes,Q,pareja
diamantes,4,corazones,8,treboles,1,picas,Q,treboles,5,no_hay_figura
treboles,K,corazones,4,treboles,8,picas,1,picas,5,no_hay_figura
corazones,6,picas,6,treboles,1,picas,1,treboles,10,doble_pareja
corazones,9,picas,8,diamantes,3,picas,10,diamantes,J,no_hay_figura
corazones,8,treboles,10,corazones,J,picas,10,picas,J,doble_pareja
picas,7,corazones,4,corazones,8,corazones,2,treboles,2,pareja
treboles,1,corazones,6,picas,2,picas,7,picas,3,no_hay_figura
treboles,9,picas,6,treboles,J,corazones,1,treboles,8,no_hay_figura
corazones,J,treboles,6,diamantes,J,treboles,10,diamantes,4,pareja
treboles,Q,diamantes,4,picas,4,diamantes,J,treboles,2,pareja
treboles,6,corazones,4,treboles,5,picas,3,treboles,9,no_hay_figura
corazones,Q,diamantes,J,treboles,J,diamantes,Q,picas,6,doble_pareja
diamantes,9,corazones,5,picas,7,corazones,Q,diamantes,J,no_hay_figura
picas,4,diamantes,J,diamantes,6,corazones,3,picas,9,no_hay_figura
treboles,8,corazones,5,picas,K,treboles,6,picas,4,no_hay_figura
picas,Q,corazones,1,picas,2,corazones,4,diamantes,2,pareja
picas,K,corazones,3,diamantes,7,treboles,9,diamantes,K,pareja
picas,9,diamantes,3,diamantes,1,treboles,Q,treboles,5,no_hay_figura
diamantes,3,corazones,8,corazones,J,diamantes,9,diamantes,2,no_hay_figura
picas,Q,diamantes,K,picas,K,diamantes,6,diamantes,J,pareja
diamantes,1,treboles,7,diamantes,5,treboles,1,corazones,10,pareja
picas,10,picas,6,treboles,Q,corazones,8,diamantes,J,no_hay_figura
diamantes,Q,diamantes,6,diamantes,5,picas,10,picas,9,no_hay_figura
treboles,2,treboles,4,corazones,Q,picas,K,treboles,J,no_hay_figura
diamantes,1,picas,Q,picas,J,picas,K,treboles,4,no_hay_figura
diamantes,K,diamantes,6,treboles,Q,corazones,1,picas,5,no_hay_figura
diamantes,6,diamantes,K,picas,9,picas,K,diamantes,J,pareja
treboles,1,diamantes,9,corazones,2,picas,7,picas,1,pareja
diamantes,6,corazones,Q,picas,1,diamantes,8,treboles,Q,pareja
treboles,9,corazones,K,diamantes,9,treboles,7,diamantes,6,pareja
corazones,10,treboles,1,corazones,1,picas,4,treboles,5,pareja
corazones,8,treboles,K,diamantes,K,corazones,5,picas,10,pareja
corazones,3,corazones,8,diamantes,8,picas,8,treboles,10,trio
diamantes,7,treboles,K,diamantes,2,corazones,2,diamantes,1,pareja
treboles,4,corazones,9,diamantes,Q,diamantes,9,picas,5,pareja
diamantes,1,corazones,3,picas,9,picas,8,diamantes,K,no_hay_figura
corazones,2,diamantes,5,corazones,4,picas,7,treboles,3,no_hay_figura
corazones,6,treboles,4,corazones,9,treboles,1,picas,1,pareja
corazones,9,treboles,K,diamantes,9,corazones,7,picas,1,pareja
treboles,J,corazones,2,corazones,10,corazones,7,treboles,10,pareja
diamantes,J,diamantes,7,diamantes,4,picas,9,picas,Q,no_hay_figura
treboles,3,picas,7,diamantes,5,treboles,4,diamantes,Q,no_hay_figura
diamantes,J,picas,2,treboles,6,picas,1,diamantes,2,pareja
treboles,2,treboles,5,picas,9,treboles,6,diamantes,7,no_hay_figura
diamantes,Q,treboles,10,treboles,3,diamantes,J,picas,Q,pareja
corazones,1,treboles,4,diamantes,Q,corazones,Q,picas,7,pareja
picas,4,treboles,2,treboles,7,corazones,5,diamantes,8,no_hay_figura
picas,2,diamantes,10,diamantes,2,corazones,Q,diamantes,8,pareja
diamantes,1,picas,6,corazones,K,treboles,Q,corazones,Q,pareja
picas,3,diamantes,J,corazones,3,diamantes,2,diamantes,4,pareja
corazones,J,diamantes,Q,picas,9,corazones,Q,treboles,3,pareja
corazones,3,diamantes,J,treboles,3,diamantes,9,corazones,7,pareja
corazones,2,diamantes,7,picas,8,corazones,J,diamantes,1,no_hay_figura
picas,Q,diamantes,2,diamantes,4,diamantes,Q,treboles,Q,trio
diamantes,6,picas,2,corazones,10,treboles,8,picas,9,no_hay_figura
corazones,J,diamantes,7,corazones,8,picas,5,picas,2,no_hay_figura
treboles,Q,picas,7,corazones,7,treboles,2,corazones,10,pareja
corazones,2,diamantes,9,corazones,5,picas,Q,corazones,10,no_hay_figura
diamantes,K,picas,10,diamantes,1,corazones,Q,corazones,6,no_hay_figura
corazones,2,diamantes,6,diamantes,2,diamantes,1,diamantes,Q,pareja
picas,K,corazones,3,picas,6,diamantes,4,corazones,J,no_hay_figura
treboles,7,diamantes,5,diamantes,Q,picas,10,corazones,J,no_hay_figura
corazones,10,picas,Q,picas,3,treboles,K,treboles,8,no_hay_figura
picas,Q,corazones,Q,corazones,9,diamantes,K,diamantes,5,pareja
diamantes,Q,diamantes,K,corazones,9,treboles,8,corazones,2,no_hay_figura
corazones,10,diamantes,7,picas,3,picas,Q,diamantes,6,no_hay_figura
picas,6,corazones,J,picas,5,treboles,10,corazones,3,no_hay_figura
picas,K,picas,6,picas,Q,corazones,2,treboles,J,no_hay_figura
treboles,9,treboles,1,diamantes,10,picas,5,diamantes,9,pareja
diamantes,5,treboles,7,picas,4,corazones,J,picas,6,no_hay_figura
diamantes,8,treboles,J,picas,1,treboles,1,picas,10,pareja
diamantes,7,picas,J,diamantes,5,corazones,J,diamantes,4,pareja
picas,7,diamantes,3,picas,Q,treboles,6,picas,2,no_hay_figura
corazones,8,diamantes,5,corazones,9,picas,6,diamantes,6,pareja
diamantes,8,picas,K,corazones,5,corazones,4,treboles,J,no_hay_figura
picas,1,treboles,6,diamantes,3,diamantes,7,diamantes,K,no_hay_figura
treboles,4,diamantes,J,corazones,1,picas,2,diamantes,4,pareja
picas,J,diamantes,3,picas,7,treboles,9,corazones,2,no_hay_figura
corazones,6,diamantes,K,corazones,Q,corazones,4,treboles,9,no_hay_figura
picas,1,picas,2,diamantes,8,picas,6,diamantes,4,no_hay_figura
corazones,1,corazones,8,corazones,K,treboles,3,picas,2,no_hay_figura
diamantes,9,treboles,8,corazones,10,treboles,1,corazones,Q,no_hay_figura
treboles,3,picas,4,corazones,5,corazones,1,treboles,2,escalera
corazones,4,diamantes,1,picas,7,corazones,K,corazones,8,no_hay_figura
picas,6,picas,8,treboles,10,diamantes,9,diamantes,3,no_hay_figura
diamantes,2,picas,7,corazones,J,picas,5,picas,2,pareja
picas,2,diamantes,K,picas,7,diamantes,2,diamantes,1,pareja
corazones,2,picas,K,diamantes,7,treboles,10,treboles,4,no_hay_figura
treboles,Q,treboles,J,picas,4,treboles,3,corazones,Q,pareja
picas,9,picas,7,treboles,9,diamantes,4,diamantes,J,pareja
treboles,4,corazones,Q,corazones,1,treboles,2,corazones,J,no_hay_figura
corazones,4,picas,9,corazones,J,diamantes,3,treboles,10,no_hay_figura
corazones,9,picas,5,diamantes,7,corazones,J,treboles,7,pareja
picas,9,diamantes,8,corazones,J,picas,8,picas,5,pareja
diamantes,5,treboles,Q,treboles,K,corazones,10,corazones,9,no_hay_figura
corazones,8,treboles,7,corazones,3,corazones,5,treboles,8,pareja
diamantes,K,treboles,9,diamantes,7,corazones,8,picas,7,pareja
corazones,Q,treboles,6,picas,8,picas,7,picas,Q,pareja
diamantes,5,diamantes,K,treboles,Q,picas,9,treboles,5,pareja
diamantes,10,corazones,1,picas,J,diamantes,J,corazones,6,pareja
diamantes,6,treboles,9,treboles,4,picas,5,corazones,8,no_hay_figura
corazones,7,corazones,2,diamantes,5,treboles,3,treboles,8,no_hay_figura
corazones,6,corazones,J,diamantes,7,diamantes,1,diamantes,5,no_hay_figura
corazones,3,corazones,K,treboles,7,diamantes,Q,treboles,6,no_hay_figura
diamantes,K,diamantes,Q,diamantes,3,picas,8,treboles,Q,pareja
corazones,8,diamantes,2,picas,7,corazones,7,picas,1,pareja
diamantes,1,corazones,Q,diamantes,4,diamantes,6,picas,K,no_hay_figura
corazones,5,picas,7,picas,J,picas,10,corazones,3,no_hay_figura
corazones,7,corazones,4,diamantes,4,diamantes,10,diamantes,7,doble_pareja
diamantes,8,treboles,10,corazones,1,treboles,6,picas,K,no_hay_figura
corazones,3,treboles,1,corazones,J,picas,10,picas,Q,no_hay_figura
corazones,3,diamantes,10,picas,2,diamantes,9,picas,6,no_hay_figura
corazones,1,treboles,6,treboles,2,corazones,10,corazones,J,no_hay_figura
treboles,J,treboles,5,corazones,Q,corazones,J,diamantes,J,trio
picas,10,treboles,K,diamantes,1,picas,9,picas,J,no_hay_figura
picas,4,picas,J,treboles,K,picas,K,treboles,Q,pareja
treboles,9,corazones,8,corazones,Q,treboles,6,picas,4,no_hay_figura
corazones,K,corazones,7,diamantes,5,treboles,7,diamantes,7,trio
picas,9,diamantes,Q,diamantes,1,corazones,10,treboles,J,no_hay_figura
diamantes,5,treboles,Q,corazones,6,picas,2,corazones,J,no_hay_figura
picas,9,picas,7,picas,4,picas,8,treboles,9,pareja
treboles,9,treboles,10,corazones,5,diamantes,8,diamantes,3,no_hay_figura
corazones,10,treboles,6,treboles,Q,diamantes,7,corazones,4,no_hay_figura
corazones,3,corazones,9,picas,Q,corazones,8,treboles,9,pareja
corazones,7,diamantes,K,treboles,7,treboles,K,diamantes,2,doble_pareja
picas,7,picas,Q,corazones,2,treboles,J,diamantes,1,no_hay_figura
picas,9,picas,5,diamantes,8,corazones,7,corazones,1,no_hay_figura
diamantes,10,treboles,K,corazones,7,corazones,9,treboles,2,no_hay_figura
corazones,Q,corazones,K,treboles,1,diamantes,9,treboles,J,no_hay_figura
corazones,1,diamantes,3,picas,7,diamantes,4,diamantes,2,no_hay_figura
diamantes,5,corazones,10,diamantes,3,treboles,7,diamantes,Q,no_hay_figura
corazones,7,diamantes,1,treboles,8,corazones,6,picas,3,no_hay_figura
picas,9,treboles,K,picas,8,diamantes,10,picas,J,no_hay_figura
diamantes,J,picas,6,picas,Q,treboles,2,treboles,7,no_hay_figura
corazones,1,treboles,8,picas,Q,diamantes,7,treboles,10,no_hay_figura
diamantes,3,corazones,3,picas,K,corazones,1,diamantes,4,pareja
corazones,8,treboles,6,diamantes,9,diamantes,J,picas,K,no_hay_figura
picas,5,diamantes,5,diamantes,2,corazones,4,diamantes,10,pareja
corazones,9,treboles,10,treboles,9,corazones,5,picas,1,pareja
corazones,8,picas,2,treboles,5,corazones,1,picas,Q,no_hay_figura
treboles,1,treboles,4,picas,Q,corazones,2,diamantes,1,pareja
treboles,10,diamantes,3,corazones,8,picas,J,diamantes,7,no_hay_figura
treboles,K,corazones,8,picas,6,treboles,9,corazones,2,no_hay_figura
treboles,8,corazones,9,treboles,9,corazones,1,diamantes,7,pareja
picas,1,corazones,J,treboles,J,diamantes,4,treboles,6,pareja
diamantes,Q,picas,7,picas,2,picas,Q,corazones,4,pareja
treboles,J,picas,4,treboles,1,treboles,3,corazones,3,pareja
diamantes,2,treboles,10,treboles,4,diamantes,J,diamantes,Q,no_hay_figura
picas,J,treboles,J,diamantes,10,treboles,1,diamantes,4,pareja
picas,9,treboles,9,picas,7,diamantes,J,corazones,K,pareja
diamantes,Q,picas,6,corazones,4,corazones,2,picas,4,pareja
picas,6,treboles,7,corazones,J,corazones,3,treboles,2,no_hay_figura
treboles,4,picas,J,corazones,8,diamantes,7,treboles,8,pareja
treboles,5,corazones,Q,corazones,4,picas,8,picas,6,no_hay_figura
treboles,Q,picas,8,corazones,3,picas,6,corazones,9,no_hay_figura
corazones,1,treboles,6,treboles,10,treboles,2,picas,8,no_hay_figura
treboles,9,corazones,10,corazones,K,picas,6,corazones,3,no_hay_figura
corazones,Q,corazones,6,picas,J,picas,5,picas,4,no_hay_figura
diamantes,4,picas,4,corazones,Q,treboles,9,diamantes,8,pareja
